hs_contact_id,user_id,email,first_name,last_name,country,lifecycle_stage,lead_source,plan,created_date,last_activity_date,industry,company_size,subscribed_to_marketing
hs_c_0dfe154cb6,usr_02883,thomas.white13@ventures.co,Thomas,White,United States,lead,Referral,free,2024-11-15,2024-12-20,Marketing,51-200,False
hs_c_0af519bbe9,usr_02884,john.williams49@techcorp.com,John,Williams,United States,customer,Paid Social,pro,2024-11-15,2024-12-08,Legal,11-50,True
hs_c_6cafffa94e,usr_02885,michael.baker61@gmail.com,Michael,Baker,United States,lead,Paid Search,free,2024-11-15,2024-12-11,SaaS,1-10,True
hs_c_93dc5cd247,usr_02886,amelia.adams8@yahoo.com,Amelia,Adams,Spain,customer,Paid Search,pro,2024-11-15,2024-12-22,Consulting,1-10,True
hs_c_0f0a00f211,usr_02890,mary.brown32@labs.dev,Mary,Brown,United States,lead,Referral,free,2024-11-16,2025-01-12,Consulting,11-50,True
hs_c_38b90fa8ac,usr_02891,james.johnson60@digital.com,James,Johnson,Germany,lead,Referral,free,2024-11-16,2024-12-06,Marketing,1-10,True
hs_c_9edcba614e,usr_02893,amelia.baker61@works.io,Amelia,Baker,India,customer,Paid Search,pro,2024-11-16,2024-12-25,Marketing,51-200,True
hs_c_878a753609,usr_02894,ava.kumar16@yahoo.com,Ava,Kumar,United States,lead,Direct,free,2024-11-16,2024-12-01,SaaS,11-50,False
hs_c_aeab427e16,usr_02895,liam.moore64@outlook.com,Liam,Moore,United States,lead,Paid Social,free,2024-11-16,2024-12-05,Marketing,51-200,False
hs_c_9abc6fb3c8,usr_02896,elizabeth.lee1@labs.dev,Elizabeth,Lee,United States,customer,Paid Search,pro,2024-11-16,2025-01-01,Media,11-50,False
hs_c_25613c04a5,usr_02897,charles.martin19@gmail.com,Charles,Martin,United States,customer,Paid Social,pro,2024-11-16,2024-12-12,E-commerce,11-50,True
hs_c_d748064ce3,usr_02900,thomas.garcia75@gmail.com,Thomas,Garcia,United States,customer,Paid Search,pro,2024-11-17,2024-12-15,Finance,11-50,False
hs_c_acdb5ec09b,usr_02901,eric.mitchell79@ventures.co,Eric,Mitchell,Germany,lead,Organic Search,free,2024-11-17,2024-11-27,SaaS,1-10,True
hs_c_d1d2c4e341,usr_02903,aaron.wilson84@outlook.com,Aaron,Wilson,Netherlands,lead,Paid Search,free,2024-11-17,2024-11-28,Media,51-200,False
hs_c_fe67225f87,usr_02904,adam.allen35@yahoo.com,Adam,Allen,United Kingdom,customer,Organic Search,pro,2024-11-17,2025-01-01,Healthcare,51-200,False
hs_c_b3dc7059fc,usr_02905,noah.nguyen49@outlook.com,Noah,Nguyen,France,lead,Organic Search,free,2024-11-17,2024-12-16,SaaS,1-10,True
hs_c_24ec5ffcab,usr_02906,michael.miller41@outlook.com,Michael,Miller,UAE,customer,Referral,business,2024-11-17,2024-11-24,Legal,51-200,True
hs_c_3d1864f2ec,usr_02907,elizabeth.carter94@techcorp.com,Elizabeth,Carter,Netherlands,lead,Referral,free,2024-11-17,2024-12-05,Real Estate,51-200,False
hs_c_29f3a3b800,usr_02908,thomas.patel87@works.io,Thomas,Patel,Netherlands,customer,Referral,pro,2024-11-17,2025-01-07,Education,1-10,False
hs_c_9b35f84262,usr_02910,logan.thompson96@works.io,Logan,Thompson,United States,lead,Organic Search,free,2024-11-18,2024-11-21,E-commerce,11-50,True
hs_c_d5b39c917b,usr_02911,adam.lee15@digital.com,Adam,Lee,United States,customer,Referral,pro,2024-11-18,2024-12-13,Real Estate,1-10,True
hs_c_00c103e99f,usr_02913,patricia.adams99@works.io,Patricia,Adams,UAE,lead,Direct,free,2024-11-18,2025-01-12,E-commerce,11-50,True
hs_c_86a4b2b1a5,usr_02914,evelyn.wilson30@startup.ai,Evelyn,Wilson,United States,lead,Paid Search,free,2024-11-18,2024-12-30,Finance,51-200,True
hs_c_87101027a4,usr_02915,thomas.singh58@techcorp.com,Thomas,Singh,United States,lead,Organic Search,free,2024-11-18,2025-01-08,SaaS,51-200,True
hs_c_063bf70a5f,usr_02917,sarah.carter92@yahoo.com,Sarah,Carter,United States,customer,Paid Social,pro,2024-11-18,2025-01-04,SaaS,1-10,True
hs_c_ea1db7b2c3,usr_02919,tyler.wright98@company.io,Tyler,Wright,United States,lead,Paid Search,free,2024-11-18,2024-11-28,E-commerce,1-10,False
hs_c_48d2e37d43,usr_02920,john.johnson67@works.io,John,Johnson,United States,lead,Paid Social,free,2024-11-18,2025-01-03,Education,1-10,True
hs_c_b0fec598ba,usr_02921,brandon.young31@labs.dev,Brandon,Young,United States,customer,Organic Search,pro,2024-11-18,2024-12-09,Real Estate,1-10,True
hs_c_5609d1a456,usr_02922,evelyn.smith67@works.io,Evelyn,Smith,United States,customer,Paid Search,pro,2024-11-19,2024-12-22,Real Estate,51-200,False
hs_c_8647b77a8e,usr_02924,oliver.garcia97@digital.com,Oliver,Garcia,United States,lead,Organic Search,free,2024-11-19,2025-01-16,Consulting,1-10,True
hs_c_651631c658,usr_02925,william.kumar95@labs.dev,William,Kumar,United States,customer,Paid Social,business,2024-11-19,2024-12-29,Real Estate,51-200,True
hs_c_61c6b9c290,usr_02926,amelia.kim6@digital.com,Amelia,Kim,Spain,lead,Paid Social,free,2024-11-19,2024-12-03,Education,1-10,False
hs_c_2394e62064,usr_02927,amelia.wright11@works.io,Amelia,Wright,United States,customer,Paid Social,pro,2024-11-19,2025-01-01,Legal,11-50,True
hs_c_171e0ab3aa,usr_02928,mia.thompson6@company.io,Mia,Thompson,United States,customer,Paid Social,pro,2024-11-19,2024-12-07,SaaS,1-10,True
hs_c_8a249a8c60,usr_02929,natalie.reyes88@techcorp.com,Natalie,Reyes,Singapore,customer,Referral,pro,2024-11-19,2025-01-15,E-commerce,1-10,True
hs_c_e7c7a867d5,usr_02931,liam.garcia89@startup.ai,Liam,Garcia,Singapore,customer,Paid Social,pro,2024-11-19,2024-11-24,Finance,11-50,True
hs_c_847fdf1721,usr_02932,charlotte.taylor3@yahoo.com,Charlotte,Taylor,Australia,customer,Referral,pro,2024-11-19,2024-12-01,E-commerce,51-200,True
hs_c_64cfb621a7,usr_02933,brandon.smith27@startup.ai,Brandon,Smith,United States,lead,Paid Social,free,2024-11-19,2024-12-08,Healthcare,1-10,True
hs_c_da0bf4733a,usr_02936,logan.taylor8@outlook.com,Logan,Taylor,United States,lead,Referral,free,2024-11-20,2024-12-17,Legal,1-10,True
hs_c_e942f31b69,usr_02937,lily.johnson12@works.io,Lily,Johnson,United States,lead,Referral,free,2024-11-20,2024-12-31,Legal,1-10,True
hs_c_ae596bbb6f,usr_02940,tyler.jones18@startup.ai,Tyler,Jones,France,lead,Paid Search,free,2024-11-21,2024-12-08,Media,1-10,True
hs_c_aa28338370,usr_02942,noah.roberts38@gmail.com,Noah,Roberts,United States,customer,Referral,pro,2024-11-21,2025-01-06,Marketing,1-10,False
hs_c_e61c2fac04,usr_02943,michael.lee90@works.io,Michael,Lee,United States,customer,Paid Search,business,2024-11-21,2025-01-03,Healthcare,1-10,True
hs_c_cf3cba5a22,usr_02944,amelia.davis81@outlook.com,Amelia,Davis,United States,lead,Referral,free,2024-11-21,2024-12-20,Consulting,51-200,False
hs_c_7aada7e15b,usr_02947,john.thompson4@ventures.co,John,Thompson,United States,customer,Paid Social,pro,2024-11-21,2024-12-16,SaaS,1-10,False
hs_c_19ab89c3cb,usr_02948,william.lee19@works.io,William,Lee,United States,customer,Paid Search,pro,2024-11-21,2025-01-02,Media,1-10,True
hs_c_42ee767541,usr_02949,james.garcia17@company.io,James,Garcia,United States,customer,Organic Search,business,2024-11-21,2025-01-15,Real Estate,51-200,True
hs_c_678ced5d2a,usr_02951,hannah.thompson2@startup.ai,Hannah,Thompson,Spain,customer,Paid Social,business,2024-11-21,2024-12-13,Media,51-200,True
hs_c_466c3cdf29,usr_02952,isabella.carter99@company.io,Isabella,Carter,United States,lead,Organic Search,free,2024-11-21,2024-12-06,Finance,11-50,False
hs_c_d395c3fcc5,usr_02953,ava.williams19@yahoo.com,Ava,Williams,United States,customer,Referral,pro,2024-11-21,2024-12-21,Media,11-50,True
hs_c_73a7f82be0,usr_02954,nathan.allen14@gmail.com,Nathan,Allen,United States,lead,Paid Search,free,2024-11-22,2024-12-21,Real Estate,1-10,True
hs_c_4481603397,usr_02955,emma.martin64@startup.ai,Emma,Martin,United States,customer,Paid Social,pro,2024-11-22,2024-12-06,E-commerce,51-200,True
hs_c_94458cf6cb,usr_02957,jennifer.kumar22@works.io,Jennifer,Kumar,United States,customer,Direct,pro,2024-11-22,2025-01-07,Consulting,11-50,True
hs_c_8906fe64cb,usr_02958,ella.miller86@labs.dev,Ella,Miller,United States,customer,Organic Search,pro,2024-11-22,2024-12-09,Consulting,11-50,True
hs_c_1f95ef6ce7,usr_02961,tyler.mitchell57@works.io,Tyler,Mitchell,United States,customer,Paid Search,pro,2024-11-22,2024-12-29,Legal,11-50,True
hs_c_3af238e1d9,usr_02964,natalie.miller73@works.io,Natalie,Miller,France,lead,Paid Search,free,2024-11-22,2024-12-03,Media,11-50,True
hs_c_635be7db18,usr_02968,justin.scott33@startup.ai,Justin,Scott,United States,lead,Referral,free,2024-11-23,2024-12-31,Real Estate,1-10,True
hs_c_0070adde44,usr_02970,brian.flores70@company.io,Brian,Flores,Italy,customer,Paid Search,pro,2024-11-23,2024-12-25,Legal,1-10,True
hs_c_65ce90be60,usr_02971,jackson.taylor86@gmail.com,Jackson,Taylor,Germany,customer,Paid Social,business,2024-11-24,2025-01-14,Education,1-10,True
hs_c_212c4aa579,usr_02972,charles.harris37@digital.com,Charles,Harris,United States,customer,Organic Search,pro,2024-11-24,2025-01-18,Legal,51-200,True
hs_c_a4943b4dc7,usr_02974,amelia.johnson34@ventures.co,Amelia,Johnson,United States,customer,Paid Social,business,2024-11-24,2024-12-20,SaaS,11-50,False
hs_c_0876b58746,usr_02976,adam.green85@company.io,Adam,Green,United States,lead,Referral,free,2024-11-24,2025-01-06,Finance,1-10,True
hs_c_1d059965e6,usr_02977,elizabeth.martin91@outlook.com,Elizabeth,Martin,United States,customer,Paid Search,business,2024-11-24,2024-11-29,Education,1-10,False
hs_c_2427d4434b,usr_02978,charles.flores31@gmail.com,Charles,Flores,Netherlands,customer,Paid Search,pro,2024-11-24,2025-01-21,Media,1-10,False
hs_c_d8b3d800f8,usr_02979,linda.singh8@gmail.com,Linda,Singh,United States,customer,Paid Search,pro,2024-11-24,2024-12-02,E-commerce,1-10,False
hs_c_43c0d554b7,usr_02980,patricia.jackson58@digital.com,Patricia,Jackson,United States,customer,Referral,pro,2024-11-24,2024-12-22,Legal,51-200,True
hs_c_aa5e94968f,usr_02983,mia.miller54@works.io,Mia,Miller,Brazil,customer,Paid Search,pro,2024-11-25,2025-01-12,SaaS,51-200,True
hs_c_5a9385f9a0,usr_02984,linda.baker88@startup.ai,Linda,Baker,United States,lead,Organic Search,free,2024-11-25,2024-12-29,Real Estate,1-10,False
hs_c_2a40445c2a,usr_02986,sophia.chen2@startup.ai,Sophia,Chen,United States,customer,Organic Search,pro,2024-11-25,2024-12-22,Marketing,1-10,True
hs_c_b3be17ab44,usr_02987,richard.mitchell44@company.io,Richard,Mitchell,United States,customer,Organic Search,pro,2024-11-25,2024-11-27,Legal,1-10,True
hs_c_50b7af5ace,usr_02988,brian.davis22@labs.dev,Brian,Davis,United States,lead,Paid Search,free,2024-11-25,2025-01-22,Legal,51-200,True
hs_c_2535a39ac1,usr_02989,abigail.mitchell61@gmail.com,Abigail,Mitchell,Spain,customer,Paid Social,pro,2024-11-25,2024-12-16,Consulting,11-50,True
hs_c_f3c4d1b1af,usr_02990,evelyn.brown15@labs.dev,Evelyn,Brown,United States,customer,Paid Search,pro,2024-11-26,2025-01-05,Education,1-10,True
hs_c_80ba0ff965,usr_02991,mason.johnson15@works.io,Mason,Johnson,Spain,customer,Organic Search,pro,2024-11-26,2025-01-09,Real Estate,11-50,True
hs_c_2743928043,usr_02992,chloe.taylor87@company.io,Chloe,Taylor,United States,lead,Paid Social,free,2024-11-26,2024-12-16,Real Estate,51-200,True
hs_c_7e4a8bb8bc,usr_02993,ryan.baker63@labs.dev,Ryan,Baker,United States,lead,Paid Search,free,2024-11-26,2024-12-20,Marketing,51-200,False
hs_c_26634985b4,usr_02994,richard.kumar6@company.io,Richard,Kumar,United States,lead,Paid Search,free,2024-11-26,2024-12-20,Media,11-50,True
hs_c_240c17778a,usr_02999,elijah.baker34@labs.dev,Elijah,Baker,France,customer,Paid Social,business,2024-11-27,2025-01-15,Education,51-200,True
hs_c_12109c572e,usr_03001,isabella.flores74@company.io,Isabella,Flores,United States,customer,Direct,pro,2024-11-27,2025-01-02,Healthcare,51-200,False
hs_c_1e8b052fbe,usr_03002,madison.taylor8@startup.ai,Madison,Taylor,United States,customer,Paid Search,pro,2024-11-28,2024-12-15,Marketing,11-50,True
hs_c_600dd85340,usr_03004,aaron.smith47@company.io,Aaron,Smith,United States,customer,Paid Social,business,2024-11-28,2025-01-26,SaaS,51-200,True
hs_c_dc4edeb091,usr_03007,jessica.johnson14@techcorp.com,Jessica,Johnson,United States,customer,Direct,pro,2024-11-28,2025-01-10,Education,51-200,True
hs_c_b76c518cfc,usr_03008,brandon.jones30@startup.ai,Brandon,Jones,United States,lead,Direct,free,2024-11-28,2024-12-17,SaaS,1-10,True
hs_c_1396bc5361,usr_03009,linda.green61@ventures.co,Linda,Green,United States,customer,Paid Search,pro,2024-11-28,2024-11-30,Healthcare,51-200,True
hs_c_3f35714462,usr_03010,aiden.baker92@ventures.co,Aiden,Baker,United States,lead,Paid Search,free,2024-11-29,2025-01-25,E-commerce,1-10,True
hs_c_b06542df62,usr_03011,kevin.flores40@company.io,Kevin,Flores,United States,customer,Referral,pro,2024-11-29,2024-12-25,Legal,1-10,True
hs_c_256db1970d,usr_03013,thomas.taylor55@digital.com,Thomas,Taylor,Sweden,customer,Referral,pro,2024-11-29,2025-01-25,Marketing,11-50,False
hs_c_e92ac869ea,usr_03015,aiden.jones13@startup.ai,Aiden,Jones,Netherlands,customer,Direct,pro,2024-11-29,2025-01-16,Consulting,1-10,True
hs_c_bf5d8c72fa,usr_03016,oliver.green13@works.io,Oliver,Green,Brazil,customer,Referral,pro,2024-11-29,2024-12-24,Healthcare,11-50,True
hs_c_4317d24a71,usr_03018,eric.baker38@yahoo.com,Eric,Baker,United States,customer,Paid Social,pro,2024-11-29,2024-12-01,Finance,11-50,True
hs_c_750f64142b,usr_03019,justin.green99@ventures.co,Justin,Green,United States,lead,Paid Social,free,2024-11-29,2024-12-16,Media,11-50,True
hs_c_3a27d372b4,usr_03020,barbara.williams57@outlook.com,Barbara,Williams,United States,customer,Direct,pro,2024-11-29,2025-01-02,Marketing,1-10,True
hs_c_a3aa30863c,usr_03021,logan.white60@works.io,Logan,White,United States,lead,Referral,free,2024-11-29,2024-12-02,Marketing,11-50,True
hs_c_3ab1b437f7,usr_03022,brandon.thompson62@company.io,Brandon,Thompson,Sweden,customer,Organic Search,pro,2024-11-29,2025-01-14,SaaS,1-10,True
hs_c_710e7af549,usr_03023,linda.kumar30@techcorp.com,Linda,Kumar,United States,customer,Direct,pro,2024-11-29,2024-12-21,Legal,1-10,False
hs_c_c13a4dec32,usr_03024,justin.thomas39@outlook.com,Justin,Thomas,France,lead,Referral,free,2024-11-30,2024-12-12,Legal,11-50,True
hs_c_f02d4a5d10,usr_03026,liam.thompson52@works.io,Liam,Thompson,United States,lead,Paid Search,free,2024-11-30,2025-01-15,Consulting,11-50,False
hs_c_2eb6fee890,usr_03027,elizabeth.lee6@techcorp.com,Elizabeth,Lee,Italy,customer,Paid Search,pro,2024-11-30,2025-01-25,Media,11-50,True
hs_c_dfc5bc5061,usr_03028,mason.thompson58@gmail.com,Mason,Thompson,United States,lead,Paid Search,free,2024-11-30,2025-01-12,Education,51-200,False
hs_c_4db564ffb0,usr_03029,susan.taylor44@company.io,Susan,Taylor,United Kingdom,lead,Paid Search,free,2024-11-30,2024-12-02,E-commerce,51-200,True
hs_c_12c55480af,usr_03030,aiden.adams46@yahoo.com,Aiden,Adams,Netherlands,customer,Paid Search,pro,2024-11-30,2024-12-30,Real Estate,1-10,False
hs_c_fd521abb81,usr_03031,richard.chen61@works.io,Richard,Chen,United States,lead,Paid Social,free,2024-11-30,2025-01-21,Real Estate,1-10,False
hs_c_bb5a7a395d,usr_03032,mason.johnson67@works.io,Mason,Johnson,United States,customer,Paid Social,pro,2024-11-30,2025-01-09,Education,51-200,True
hs_c_ea497944f9,usr_03033,abigail.harris89@gmail.com,Abigail,Harris,United States,lead,Paid Social,free,2024-11-30,2024-12-19,Healthcare,11-50,True
hs_c_7083f40b5c,usr_03035,jackson.reyes26@labs.dev,Jackson,Reyes,United States,customer,Paid Search,pro,2024-11-30,2025-01-14,Real Estate,11-50,True
hs_c_3343060586,usr_03038,mia.singh91@labs.dev,Mia,Singh,Brazil,customer,Paid Social,pro,2024-12-01,2024-12-29,Healthcare,11-50,False
hs_c_321e4805fb,usr_03040,thomas.taylor27@labs.dev,Thomas,Taylor,United States,customer,Referral,business,2024-12-01,2024-12-06,Education,51-200,True
hs_c_1c84896e89,usr_03041,logan.white91@gmail.com,Logan,White,United States,customer,Paid Social,business,2024-12-02,2025-01-04,Consulting,1-10,True
hs_c_b3b830cde6,usr_03042,hannah.taylor98@outlook.com,Hannah,Taylor,United Kingdom,lead,Referral,free,2024-12-02,2025-01-12,Marketing,11-50,False
hs_c_eeeefa44c8,usr_03043,ryan.kumar16@digital.com,Ryan,Kumar,United States,lead,Direct,free,2024-12-02,2025-01-30,Media,1-10,False
hs_c_2d4d2f921b,usr_03044,mason.anderson21@techcorp.com,Mason,Anderson,United States,customer,Organic Search,pro,2024-12-02,2025-01-31,Real Estate,51-200,False
hs_c_b162416144,usr_03046,amelia.harris23@startup.ai,Amelia,Harris,United States,lead,Referral,free,2024-12-02,2025-01-23,Marketing,11-50,True
hs_c_e3d0003724,usr_03047,james.white4@yahoo.com,James,White,Canada,customer,Paid Search,pro,2024-12-03,2024-12-15,Consulting,51-200,True
hs_c_44fb04d402,usr_03049,thomas.kumar55@gmail.com,Thomas,Kumar,United States,customer,Direct,pro,2024-12-03,2024-12-13,Legal,1-10,True
hs_c_30a9c562a1,usr_03053,david.thompson74@ventures.co,David,Thompson,United States,customer,Direct,business,2024-12-03,2025-01-14,E-commerce,1-10,False
hs_c_0e92328a02,usr_03054,nathan.mitchell36@digital.com,Nathan,Mitchell,United States,customer,Referral,pro,2024-12-03,2024-12-26,Media,11-50,True
hs_c_757a0408f9,usr_03055,natalie.lee29@works.io,Natalie,Lee,United States,customer,Paid Search,pro,2024-12-03,2024-12-09,Real Estate,1-10,True
hs_c_ad3fd84c1d,usr_03059,david.wang74@yahoo.com,David,Wang,United States,lead,Referral,free,2024-12-04,2024-12-17,Marketing,11-50,False
hs_c_0907d58f28,usr_03061,adam.carter51@labs.dev,Adam,Carter,United States,customer,Referral,pro,2024-12-04,2025-01-09,Healthcare,1-10,True
hs_c_7bdfe56b4a,usr_03063,lucas.thompson48@digital.com,Lucas,Thompson,UAE,customer,Paid Search,business,2024-12-04,2024-12-24,SaaS,11-50,True
hs_c_b503308c29,usr_03065,mason.kumar3@ventures.co,Mason,Kumar,United States,customer,Paid Social,business,2024-12-05,2025-01-23,Consulting,1-10,False
hs_c_5669c43851,usr_03067,david.jones31@techcorp.com,David,Jones,United States,lead,Referral,free,2024-12-05,2024-12-25,Real Estate,1-10,True
hs_c_b2d7db19a1,usr_03068,sarah.wang29@digital.com,Sarah,Wang,India,lead,Referral,free,2024-12-05,2024-12-28,Consulting,1-10,True
hs_c_d5e17d8cb9,usr_03073,brandon.lee80@company.io,Brandon,Lee,United States,customer,Paid Search,pro,2024-12-06,2025-01-27,E-commerce,1-10,False
hs_c_add509678e,usr_03074,richard.anderson51@company.io,Richard,Anderson,United States,customer,Paid Social,pro,2024-12-06,2024-12-21,Consulting,51-200,True
hs_c_04f63345c4,usr_03075,mason.wilson4@works.io,Mason,Wilson,United States,customer,Direct,pro,2024-12-06,2024-12-15,Healthcare,51-200,True
hs_c_677c46600b,usr_03076,madison.wang17@outlook.com,Madison,Wang,United States,lead,Referral,free,2024-12-06,2024-12-19,Finance,11-50,True
hs_c_4cafb61d77,usr_03077,elizabeth.nguyen43@labs.dev,Elizabeth,Nguyen,United States,customer,Referral,pro,2024-12-06,2025-01-28,Real Estate,11-50,True
hs_c_b33d5a0441,usr_03079,lucas.adams62@outlook.com,Lucas,Adams,United States,lead,Organic Search,free,2024-12-06,2025-01-17,Media,11-50,True
hs_c_ae2e8b9f83,usr_03085,abigail.singh50@techcorp.com,Abigail,Singh,United States,customer,Paid Search,pro,2024-12-07,2024-12-11,Marketing,1-10,True
hs_c_10ccaadb49,usr_03086,emily.johnson58@outlook.com,Emily,Johnson,Brazil,customer,Paid Search,pro,2024-12-07,2025-01-04,E-commerce,1-10,True
hs_c_5bc6539820,usr_03087,james.kim35@works.io,James,Kim,Canada,customer,Paid Social,business,2024-12-07,2025-02-01,Healthcare,1-10,True
hs_c_bfbe6038d4,usr_03088,thomas.brown91@yahoo.com,Thomas,Brown,United States,customer,Direct,pro,2024-12-07,2024-12-08,Marketing,1-10,True
hs_c_418c5f478c,usr_03089,noah.harris2@startup.ai,Noah,Harris,United States,lead,Referral,free,2024-12-07,2024-12-28,Healthcare,1-10,True
hs_c_57f80f58c6,usr_03090,richard.wilson82@digital.com,Richard,Wilson,United States,customer,Paid Social,pro,2024-12-07,2025-01-24,Marketing,11-50,True
hs_c_c37615e5d9,usr_03091,joseph.brown63@labs.dev,Joseph,Brown,Italy,customer,Paid Search,pro,2024-12-07,2025-01-27,Real Estate,11-50,False
hs_c_663b0af46d,usr_03094,jessica.thompson15@works.io,Jessica,Thompson,United States,customer,Paid Search,business,2024-12-07,2025-01-17,Real Estate,1-10,True
hs_c_18c097f2a1,usr_03096,isabella.kumar26@digital.com,Isabella,Kumar,United States,customer,Direct,business,2024-12-08,2025-01-30,E-commerce,1-10,True
hs_c_3394a494cd,usr_03097,ella.anderson56@works.io,Ella,Anderson,Singapore,lead,Paid Search,free,2024-12-08,2024-12-12,Healthcare,1-10,True
hs_c_80117be787,usr_03100,ryan.singh68@works.io,Ryan,Singh,United States,lead,Paid Social,free,2024-12-08,2025-01-03,E-commerce,51-200,False
hs_c_970d19456c,usr_03101,aiden.anderson91@ventures.co,Aiden,Anderson,United States,customer,Paid Search,pro,2024-12-08,2024-12-22,Media,1-10,True
hs_c_309edaa2df,usr_03102,ava.thomas35@works.io,Ava,Thomas,United States,customer,Paid Social,business,2024-12-09,2025-01-03,Education,11-50,True
hs_c_785cd4ede0,usr_03104,nathan.king75@outlook.com,Nathan,King,United States,lead,Referral,free,2024-12-09,2024-12-21,Education,1-10,False
hs_c_a9ba30292c,usr_03105,david.thomas2@startup.ai,David,Thomas,United States,customer,Referral,pro,2024-12-09,2025-01-09,Marketing,51-200,True
hs_c_18afec5318,usr_03106,noah.adams58@techcorp.com,Noah,Adams,United States,customer,Referral,pro,2024-12-09,2025-01-01,Consulting,51-200,False
hs_c_9ec503a69c,usr_03108,nathan.anderson36@company.io,Nathan,Anderson,United States,lead,Organic Search,free,2024-12-09,2024-12-15,Marketing,11-50,False
hs_c_212591f934,usr_03109,oliver.kim2@digital.com,Oliver,Kim,United States,customer,Direct,pro,2024-12-09,2025-01-26,SaaS,51-200,True
hs_c_c0295d98cf,usr_03110,brian.nelson89@yahoo.com,Brian,Nelson,United States,customer,Paid Search,pro,2024-12-09,2025-01-18,Media,1-10,True
hs_c_2a9ff3164f,usr_03111,william.nelson34@gmail.com,William,Nelson,United States,lead,Paid Search,free,2024-12-09,2025-01-05,Healthcare,1-10,True
hs_c_c89b92afd3,usr_03113,chloe.young92@gmail.com,Chloe,Young,United States,customer,Paid Search,business,2024-12-09,2025-01-20,E-commerce,51-200,True
hs_c_d3253ca382,usr_03114,robert.brown29@digital.com,Robert,Brown,United States,customer,Paid Social,pro,2024-12-09,2025-02-04,E-commerce,11-50,False
hs_c_1ffac7fca9,usr_03115,justin.jackson18@yahoo.com,Justin,Jackson,Sweden,lead,Referral,free,2024-12-09,2025-01-29,Consulting,11-50,True
hs_c_fd17a51bec,usr_03117,mary.chen63@labs.dev,Mary,Chen,United States,customer,Paid Social,pro,2024-12-10,2025-01-24,SaaS,11-50,True
hs_c_3d25e81fa4,usr_03121,logan.thomas55@techcorp.com,Logan,Thomas,United States,lead,Referral,free,2024-12-10,2024-12-26,Marketing,11-50,True
hs_c_12f6f114d7,usr_03122,kevin.taylor27@outlook.com,Kevin,Taylor,United States,customer,Paid Search,pro,2024-12-10,2025-01-14,E-commerce,11-50,True
hs_c_edc535ee33,usr_03124,charles.wilson50@outlook.com,Charles,Wilson,United States,customer,Referral,pro,2024-12-10,2025-01-08,Healthcare,11-50,True
hs_c_07a9c9f313,usr_03128,brandon.jones13@startup.ai,Brandon,Jones,France,customer,Referral,business,2024-12-11,2025-01-25,Legal,51-200,True
hs_c_114a0999c2,usr_03129,mary.garcia73@digital.com,Mary,Garcia,Sweden,customer,Referral,pro,2024-12-11,2025-01-04,E-commerce,1-10,False
hs_c_845b0c10e7,usr_03131,sophia.allen10@techcorp.com,Sophia,Allen,United States,customer,Referral,pro,2024-12-11,2025-01-11,Media,1-10,True
hs_c_0b488add9d,usr_03132,sarah.scott26@startup.ai,Sarah,Scott,United States,customer,Paid Search,pro,2024-12-11,2025-01-29,Legal,11-50,True
hs_c_f241ffd8d7,usr_03133,harper.thompson22@gmail.com,Harper,Thompson,Sweden,customer,Referral,business,2024-12-12,2024-12-29,Healthcare,11-50,False
hs_c_c0520942f5,usr_03135,john.moore67@company.io,John,Moore,Germany,customer,Referral,pro,2024-12-12,2025-01-07,Education,51-200,True
hs_c_29a2a7f167,usr_03137,charlotte.wright95@labs.dev,Charlotte,Wright,United States,lead,Organic Search,free,2024-12-12,2025-01-13,Finance,1-10,True
hs_c_214149f822,usr_03138,jennifer.adams42@company.io,Jennifer,Adams,United States,customer,Paid Search,business,2024-12-12,2025-01-31,Real Estate,51-200,True
hs_c_914e3c011b,usr_03139,james.williams69@labs.dev,James,Williams,Canada,lead,Organic Search,free,2024-12-12,2025-01-06,Marketing,11-50,True
hs_c_0c3d2bbd70,usr_03140,kevin.carter63@techcorp.com,Kevin,Carter,United States,lead,Paid Search,free,2024-12-12,2025-02-08,Education,51-200,False
hs_c_5a8676a12a,usr_03142,sarah.white94@ventures.co,Sarah,White,United Kingdom,customer,Paid Search,pro,2024-12-12,2024-12-16,Education,1-10,False
hs_c_59c0e43324,usr_03143,aiden.mitchell33@ventures.co,Aiden,Mitchell,United States,customer,Paid Social,pro,2024-12-12,2025-01-19,Education,11-50,True
hs_c_8c3500531c,usr_03145,kevin.allen48@works.io,Kevin,Allen,United States,customer,Paid Search,business,2024-12-12,2025-01-08,Legal,51-200,True
hs_c_3761a37d2a,usr_03148,patricia.roberts38@gmail.com,Patricia,Roberts,Netherlands,customer,Referral,business,2024-12-14,2025-02-03,E-commerce,11-50,True
hs_c_c5fad4ca83,usr_03149,ella.carter5@startup.ai,Ella,Carter,United States,lead,Referral,free,2024-12-14,2025-02-07,E-commerce,51-200,True
hs_c_7c82912078,usr_03152,brian.davis95@yahoo.com,Brian,Davis,Germany,customer,Paid Search,pro,2024-12-14,2025-02-12,Consulting,11-50,True
hs_c_c9b0ad2de5,usr_03154,justin.singh56@works.io,Justin,Singh,Sweden,customer,Paid Social,business,2024-12-14,2025-02-11,Healthcare,1-10,True
hs_c_4fe6d60607,usr_03155,jackson.wright61@ventures.co,Jackson,Wright,India,customer,Paid Search,pro,2024-12-14,2024-12-23,E-commerce,51-200,True
